flow_duration,total_fwd_packets,total_backward_packets,flow_bytes/s,flow_packets/s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,packet_length_mean,packet_length_std,fwd_packets/s,bwd_packets/s,init_fwd_win_bytes,init_bwd_win_bytes,active_mean,idle_mean,down/up_ratio,avg_packet_size,mutation_label,mutation_strategy,bypass_detector,attack_cat
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.15983403,-0.3918,-0.459988,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.79121614,-0.1347,0.2344906,-0.4444,-0.2296,-0.1621,-0.9057083,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.09733759,-0.3381962,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.07963583,-0.4444,-0.2296,-0.1621,-0.8393692,0.4088,-0.6770177,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.05933757,-0.30249852,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7213562,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.447856,1,rl_single,1,CICIDS_attack
2.3573,0.0707,0.0555,-0.34531453,-0.1588,-0.018237337,2.4414124,0.6734416,1.3718,-0.2137,-0.189,1.6933,-0.1742,0.0,-0.5689,1.9392,1.9775,-0.135,-0.2053,-0.4413,-0.2014,-0.1621,3.6319,0.4088,2.1635296,1,rl_single,0,CICIDS_attack
-0.4655,-0.3218,-0.2259,-0.1771,0.2252,-0.096986786,-0.24262026,-0.8611574,-0.2894,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6211,-1.0117805,0.0731,1.0585,-0.4439,-0.2014,-0.1621,-0.3716,0.4088,-0.6426,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.10870655,-0.19959934,-0.64371634,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.49433628,-0.1347,0.11105129,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.14961836,-0.21749191,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.8561078,-0.1347,0.08487514,-0.4444,-0.2296,-0.1621,-0.7283275,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.3733,-0.1256,-0.2728,-0.1771,-0.1588,0.03811115,-0.26480514,-0.57441574,-0.1806,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.9374778,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.42966878,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.10305731,-0.09444332,-0.48877573,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6273023,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.8389149,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.067948654,-0.2204588,-0.6537296,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7412523,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9268987,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,-0.061840035,-0.19855942,-0.4870004,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.64421225,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4474,-0.191,0.0086,-0.15504543,-0.1586,-0.3007,2.8077188,-0.2981,-0.2883,-0.2008,-0.189,-0.5906,-0.1742,0.0,1.4843061,3.1189,1.8835084,-0.1349,-0.2048,0.1157,-0.2021,-0.1621,-0.3716,1.946,3.2696137,1,rl_single,0,CICIDS_attack
-0.2094,-0.1256,-0.2728,-0.1771,-0.1588,-0.21748924,-0.4605173,-0.12925726,0.0128,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-1.0406114,-0.135,-0.2053,-0.4425,-0.2296,-0.1609,-0.0082,-1.1284,-0.45489186,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.048568875,-0.22055164,-0.6445733,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5686261,-0.1347,0.3649072,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4137,-0.1256,-0.2728,-0.1771,-0.1587,-0.31646457,-0.4942009,-0.1807,-0.2283,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.80972797,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.5729455,1,rl_single,1,CICIDS_attack
-0.2155,0.2015,0.4308,-0.1771,-0.1587,-0.1875022,-0.21728793,-1.1019609,-0.2124,-0.1469,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5834,-1.0120533,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.45731324,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.008398995,-0.16979843,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.548887,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.7420777,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.067046314,-0.0812915,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.731004,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.8938116,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.2658175,-0.096785754,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7716924,-0.1347,0.15977737,-0.4444,-0.2296,-0.1621,-0.8886802,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.15938908,-0.21461399,-0.65911543,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.81371176,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9048753,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.4318996,-0.024413079,-0.68473506,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.65355504,-0.1347,0.27530143,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.068011925,-0.03516507,-0.4782096,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5880308,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.8122989,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4449,-0.191,0.0086,-0.16792649,-0.1587,-0.3007,2.7073684,-0.2956,-0.2881,-0.1989,-0.189,-0.5906,-0.1742,0.0,1.583979,3.1189,1.9290022,-0.1349,-0.2049,0.1157,-0.2021,-0.1621,-0.3716,1.946,3.3745322,1,rl_single,0,CICIDS_attack
-0.1051,1.1174,1.2281,-0.1769,-0.1587,0.23982704,-0.1254442,-1.0275531,-0.2398,-0.1705,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.3481,-0.7374656,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.32219434,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.08470045,-0.27180386,-0.52223957,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.68789595,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.8364474,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.24139774,-0.19512084,-0.4025452,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6107499,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.96674573,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.19836417,-0.20136777,-0.5298035,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5928352,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.7883636,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
2.3581,0.0052,0.0086,-0.35498574,-0.1588,-0.0652,3.0115128,1.6928,1.706,1.9157,-0.189,-0.5906,5.7402,0.0,-0.81593937,2.3286,3.1059551,-0.135,-0.2053,-0.4605,-0.2014,-0.1373,3.636,0.4088,2.7167659,1,rl_single,0,CICIDS_attack
-0.1915,0.2015,0.4308,-0.1771,-0.1587,-0.23462868,-0.27779388,-1.1372747,-0.2133,-0.1405,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5833,-1.0538112,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.5971047,1,rl_single,1,CICIDS_attack
-0.2115,0.2015,0.4308,-0.1771,-0.1587,-0.06139338,-0.32983667,-0.9976274,-0.2112,-0.1459,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5824,-0.957036,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.5246416,1,rl_single,1,CICIDS_attack
2.358,0.0707,0.0086,-0.3281479,-0.1588,-0.0979,3.089482,1.5254,1.3718,-0.2135,-0.189,1.6933,-0.1742,0.0,-0.8725407,2.1188,1.8016791,-0.135,-0.2053,-0.4413,-0.2014,-0.1621,3.636,-1.1284,2.550761,1,rl_single,0,CICIDS_attack
-0.4651,-0.191,-0.0383,0.20970206,-0.1535,-0.3007,3.5227933,-0.3154,-0.2888,-0.2141,-0.189,-0.5906,-0.1742,0.0,1.4673604,3.5345,2.7283216,-0.1328,-0.1838,0.1157,-0.2021,-0.1621,-0.3716,0.4088,3.8088048,1,rl_single,0,CICIDS_attack
-0.456,-0.191,0.0086,-0.1597,-0.1585,-0.35336262,2.730685,-0.841823,-0.2727,-0.2073,-0.189,-0.5906,-0.1742,0.0,1.7577,3.1144,1.7091844,-0.1349,-0.2043,1.5934,-0.2023,-0.1621,-0.3716,1.946,3.3444903,1,rl_single,0,CICIDS_attack
-0.4655,-0.3218,-0.2259,-0.0843,0.3813,-0.32806563,-0.2159824,-1.1041081,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.6147,-1.0916879,0.1576,1.572,1.5934,-0.2294,-0.1621,-0.3716,0.4088,-0.67801327,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.12833318,-0.08388618,-0.7352567,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5041739,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.71653694,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.17828497,-0.3918,-0.5254407,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9428934,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.21728215,-0.29209018,-0.5710157,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7395717,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.799656,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.04990533,-0.3121673,-0.5119989,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.82354426,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.7893549,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
1.9294,0.0052,0.0555,-0.37482274,-0.1588,-0.0143,2.3728392,1.2459,1.4022,1.2994,-0.189,-0.5906,5.7402,0.0,-0.63120466,2.1312,1.8823708,-0.135,-0.2053,-0.4605,-0.2014,-0.1411,3.0229,0.4088,2.388185,1,rl_single,0,CICIDS_attack
-0.464,-0.191,-0.0852,-0.26712883,-0.1576,-0.3007,4.4155407,-0.3138,-0.2885,-0.2125,-0.189,-0.5906,-0.1742,0.0,1.2263048,4.0539,4.058742,-0.1344,-0.201,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.6723003,1,rl_single,0,CICIDS_attack
-0.4533,-0.191,0.0086,-0.124416664,-0.1586,-0.3007,2.6991444,-0.3039,-0.2888,-0.2052,-0.189,-0.5906,-0.1742,0.0,1.7577,3.1189,2.0162,-0.1349,-0.2045,0.1157,-0.2021,-0.1621,-0.3716,1.946,3.454556,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.121950924,-0.25217718,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.186654,-0.4444,-0.2296,-0.1621,-0.8513745,0.4088,-0.60191405,1,rl_single,1,CICIDS_attack
-0.4618,-0.191,-0.0852,-0.32399723,-0.1583,-0.3007,4.6747108,-0.3111,-0.2893,-0.2099,-0.189,-0.5906,-0.1742,0.0,1.1654382,4.0564,5.4656057,-0.1347,-0.2035,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.917276,1,rl_single,0,CICIDS_attack
0.0621,-0.2564,-0.179,-0.121612564,-0.1588,-0.3463,-0.32174155,0.33587748,1.5743,1.7751,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.6134,-0.7800529,-0.135,-0.2053,1.5934,-0.2294,-0.162,0.3755,0.4088,-0.38457203,1,rl_single,0,CICIDS_attack
-0.102,0.9865,1.2281,-0.1769,-0.1587,0.19677824,-0.06099829,-1.0216415,-0.2347,-0.1701,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.9316552,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.30100334,1,rl_single,1,CICIDS_attack
-0.1027,0.9865,1.2281,-0.1769,-0.1587,0.30756825,-0.2706328,-1.0918365,-0.2346,-0.1702,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.71280026,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.2233538,1,rl_single,1,CICIDS_attack
-0.4655,-0.3218,-0.2259,-0.1152,0.0212,-0.19069445,-0.10422346,-0.8270364,-0.2894,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.91727495,-0.0374,0.3871,-0.4439,-0.1988,-0.1621,-0.3716,0.4088,-0.84905684,1,rl_single,1,CICIDS_attack
2.3497,0.0707,0.0555,-0.14433537,-0.1588,-0.12569693,2.5817153,0.6058566,1.3718,-0.2142,-0.189,1.6933,-0.1742,0.0,-0.5689,1.9422,1.6762,-0.135,-0.2053,-0.4413,-0.2014,-0.1603,3.6238,0.4088,2.1013029,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,-0.015716776,-0.14472605,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.114773415,-0.1582,0.08827613,-0.3918,-0.5056221,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6715961,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4655,-0.2564,-0.2259,0.02108869,-0.0503,-0.13985544,-0.263948,-0.3158,-0.2894,-0.2144,5.2901,1.6933,-0.1742,0.0,-0.5689,-0.5986,-1.1414207,-0.0566,0.0326,-0.4444,-0.2294,-0.1621,-0.3716,-1.1284,-0.44780964,1,rl_single,1,CICIDS_attack
-0.4655,-0.3218,-0.2259,-0.1771,-0.0487,-0.11119385,-0.17118844,-0.6402037,-0.2894,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6211,-0.92931974,-0.0753,0.1569,-0.4423,-0.1999,-0.1621,-0.3716,0.4088,-0.8967701,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.016686782,-0.11649746,-0.5959836,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.67069554,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4629,-0.1256,-0.1321,0.12234326,-0.1581,-0.0736,-0.23145944,-0.3125,-0.2864,-0.2097,-0.189,-0.5906,-0.1742,0.0,1.6616397,-0.484,-0.79819036,-0.1345,-0.2034,0.1157,-0.2011,-0.1621,-0.3716,-1.1284,-0.022318125,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,-0.02908548,-0.113277346,-0.6673062,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.78410375,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.8385669,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4633,-0.1256,-0.1321,-0.033653468,-0.158,-0.0736,-0.42755136,-0.313,-0.2868,-0.2104,-0.189,-0.5906,-0.1742,0.0,1.367909,-0.484,-0.6150454,-0.1345,-0.2031,0.1157,-0.2011,-0.1621,-0.3716,-1.1284,-0.13655579,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.036189422,-0.21038766,-0.5038199,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.23723108,-0.4444,-0.2296,-0.1621,-1.1548494,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4137,-0.1256,-0.2728,-0.1771,-0.1587,-0.17095557,-0.28181824,-0.8486155,-0.2283,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.8462206,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.4596203,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.13389927,-0.3918,-0.6398509,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.09801224,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4631,0.0707,-0.2728,-0.1771,-0.158,-0.11921644,-0.4543826,-0.72418475,-0.288,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6211,-0.91154194,-0.1342,-0.2053,-0.4429,-0.2296,-0.1621,-0.3716,-1.1284,-0.5797293,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,-0.036463387,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.63319314,-0.1347,0.28939378,-0.4444,-0.2296,-0.1621,-0.8329483,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.16024856,-0.1582,0.17335638,-0.13936302,-0.7009189,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.89026177,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.013844833,-0.27191234,-0.56923735,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5565468,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.80861354,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
1.9629,0.1361,0.0555,-0.177,-0.1588,-0.37332946,2.6105886,0.1261853,0.9362,-0.2134,-0.189,1.6933,-0.1742,0.0,-0.5689,1.7237,1.1808486,-0.135,-0.2053,-0.4425,-0.2021,7.497,2.9092,-1.1284,1.978764,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.23991102,-0.056097835,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.70192635,-0.1347,0.10089511,-0.4444,-0.2296,-0.1621,-1.1270157,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.2956,-0.191,-0.2259,0.32783484,-0.1588,-0.3463,-0.51430076,0.1272,0.0113,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.4273019,-0.6211,-1.0692422,-0.135,-0.2053,1.5934,3.2324,-0.1621,-0.3716,-1.1284,-0.13159972,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1462726,-0.3697333,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-1.021744,0.4088,-0.6866008,1,rl_single,1,CICIDS_attack
-0.4651,-0.2564,-0.2259,-0.22556403,-0.1569,-0.37425777,-0.5158615,-0.3142,-0.288,-0.2144,-0.189,-0.5906,5.7402,0.0,-0.5689,-0.6066,-0.751801,-0.1336,-0.2013,-0.4605,-0.2014,-0.1621,-0.3716,-1.1284,-0.51697594,1,rl_single,1,CICIDS_attack
-0.3073,-0.191,-0.2259,0.35117304,-0.1588,-0.3463,-0.31183994,0.0968,-0.0093,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.3203,-0.6211,-1.1473193,-0.135,-0.2053,1.5934,3.2324,-0.1621,-0.3716,-1.1284,-0.05714333,1,rl_single,1,CICIDS_attack
-0.3294,0.5286,0.4308,-0.1767,-0.1587,0.07845715,-0.14115909,-1.1656314,-0.2523,-0.178,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.2504,-0.6139853,-0.1349,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.23517723,1,rl_single,1,CICIDS_attack
-0.4637,-0.191,-0.0852,-0.15373424,-0.1578,-0.3007,4.5627146,-0.3135,-0.2893,-0.2122,-0.189,-0.5906,-0.1742,0.0,1.1099173,4.0564,5.453071,-0.1345,-0.2016,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.8246346,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.07606678,-0.18246296,-0.6440648,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.66411287,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.8136447,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
