flow_duration,total_fwd_packets,total_backward_packets,flow_bytes/s,flow_packets/s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,packet_length_mean,packet_length_std,fwd_packets/s,bwd_packets/s,init_fwd_win_bytes,init_bwd_win_bytes,active_mean,idle_mean,down/up_ratio,avg_packet_size,attack_cat,label
0.725222,10.0,8.0,5460.397,23.441097,55.0,44.0,76.43211,92.596,4164.024,0.077047,0.104772,0.181819,0.0,0.0,550.0,354.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.189909,10.0,8.0,4349.9126,14.286807,72.0,44.0,124.082886,156.74258,7045.531,0.092702,0.101534,0.194236,0.0,0.0,718.0,354.0,0.0,0.0,255.0,255.0,3.0,5.0,0.0,0.0,Fuzzers,1
0.810054,10.0,8.0,15258.242,20.986256,172.0,44.0,87.28922,98.376144,5420.143,0.121418,0.113888,0.235306,0.0,0.0,1716.0,354.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
0.860513,12.0,6.0,31348.742,19.755657,307.0,45.0,76.31273,151.39479,4647.4155,0.103532,0.057763,0.161295,0.0,0.0,3678.0,268.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
0.721047,10.0,6.0,24808.37,20.803083,248.0,45.0,80.11633,93.3744,3876.5066,0.181181,0.061697,0.242878,0.0,0.0,2484.0,268.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
0.801919,14.0,8.0,63278.21,26.187183,488.0,44.0,61.686077,96.998,3905.252,0.122277,0.083621,0.205898,0.0,0.0,6830.0,354.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
0.456038,10.0,6.0,8683.487,32.891994,55.0,45.0,56.89725,66.885796,2774.3088,0.1216,0.040786,0.162386,0.0,0.0,550.0,268.0,0.0,0.0,255.0,255.0,6.0,7.0,0.0,0.0,Fuzzers,1
0.69726,10.0,6.0,13366.606,21.512777,129.0,45.0,71.40244,123.2168,3967.1543,0.081167,0.081746,0.162913,0.0,0.0,1294.0,268.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
0.860687,12.0,8.0,8458.359,22.075388,83.0,90.0,74.362366,107.94986,3747.2908,0.105034,0.096724,0.201758,0.0,0.0,992.0,716.0,0.0,0.0,255.0,255.0,7.0,3.0,0.0,0.0,Fuzzers,1
44.22596,34.0,22.0,3313.3481,1.243613,555.0,78.0,1337.9023,2102.1794,218117.92,0.080174,0.085441,0.165615,0.0,0.0,18872.0,1718.0,0.0,0.0,255.0,255.0,6.0,4.0,0.0,0.0,Fuzzers,1
1.004763,12.0,8.0,7970.0386,18.909931,91.0,96.0,87.98399,124.173,4557.4478,0.135546,0.13225,0.267796,0.0,0.0,1092.0,766.0,0.0,0.0,255.0,255.0,3.0,1.0,0.0,0.0,Fuzzers,1
1.393967,12.0,10.0,6123.531,15.064919,97.0,84.0,123.16937,140.05644,7697.3726,0.13345,0.134507,0.267957,0.0,0.0,1164.0,842.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.392847,12.0,10.0,5709.17,15.077033,90.0,82.0,126.62245,145.99257,7018.0664,0.078245,0.044494,0.122739,0.0,0.0,1084.0,820.0,0.0,0.0,255.0,255.0,5.0,3.0,0.0,0.0,Fuzzers,1
0.837254,12.0,8.0,9459.495,22.693233,90.0,92.0,72.31018,106.16171,3835.2114,0.094113,0.103577,0.19769,0.0,0.0,1080.0,734.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.46353,12.0,10.0,6176.8467,14.348869,103.0,83.0,128.06618,152.66068,6890.649,0.089581,0.135262,0.224843,0.0,0.0,1232.0,830.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
1.263457,12.0,8.0,6819.3857,15.038106,98.0,91.0,114.859726,149.08528,5731.0127,0.219112,0.081977,0.301089,0.0,0.0,1174.0,730.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
1.722713,12.0,10.0,4207.3174,12.190075,82.0,81.0,154.06654,175.82722,9183.65,0.140259,0.195631,0.33589,0.0,0.0,988.0,808.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
2.337648,12.0,10.0,3853.446,8.983389,102.0,80.0,207.60982,238.59956,11629.949,0.190251,0.201225,0.391476,0.0,0.0,1228.0,796.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
0.844596,12.0,8.0,8808.945,22.495962,85.0,93.0,6100.475,9150.803,660910.56,0.13345,0.134507,0.267957,0.0,0.0,1014.0,740.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
1.102556,12.0,10.0,7386.473,19.046652,93.0,82.0,100.05245,111.128334,5566.9917,0.102393,0.089992,0.192385,0.0,0.0,1110.0,820.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.141352,12.0,10.0,6546.6216,18.399231,85.0,84.0,103.74628,116.553894,5690.8647,0.092365,0.07314,0.165505,0.0,0.0,1018.0,840.0,0.0,0.0,255.0,255.0,5.0,4.0,0.0,0.0,Fuzzers,1
1.067207,12.0,8.0,7631.1343,17.803482,93.0,97.0,92.204994,139.04028,5077.537,0.093918,0.05374,0.147658,0.0,0.0,1110.0,776.0,0.0,0.0,255.0,255.0,5.0,4.0,0.0,0.0,Fuzzers,1
2.716886,12.0,8.0,2814.9873,6.9933,87.0,87.0,4686.443,7032.1855,489690.7,0.080174,0.085441,0.165615,0.0,0.0,1042.0,696.0,0.0,0.0,255.0,255.0,7.0,4.0,0.0,0.0,Fuzzers,1
1.943965,36.0,14.0,138874.94,25.206217,964.0,73.0,55.516003,138.25253,5642.8823,0.146677,0.151457,0.298134,0.0,0.0,34710.0,1022.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
1.616972,14.0,10.0,5496.694,14.224118,85.0,82.0,122.324776,164.12311,8771.614,0.139863,0.056117,0.19598,0.0,0.0,1196.0,820.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.916194,12.0,10.0,11597.991,10.959225,253.0,84.0,174.19945,196.23679,9364.609,0.149328,0.085166,0.234494,0.0,0.0,3030.0,844.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
2.119298,14.0,12.0,2449.868,11.796359,50.0,57.0,156.23285,182.34955,8393.568,0.113446,0.066402,0.179848,0.0,0.0,698.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
2.22194,14.0,12.0,2340.297,11.251429,50.0,57.0,161.93576,190.02391,8703.944,0.131676,0.137738,0.269414,0.0,0.0,700.0,682.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
2.420967,12.0,10.0,3350.727,8.674219,92.0,81.0,213.33864,259.7078,13423.933,0.083595,0.062453,0.146048,0.0,0.0,1106.0,814.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
2.663656,14.0,12.0,1949.2007,9.385596,50.0,57.0,201.57909,237.96045,13269.159,0.046083,0.061256,0.107339,0.0,0.0,698.0,682.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
2.141633,12.0,10.0,10362.187,9.805601,252.0,79.0,194.63828,222.06944,13126.8955,0.143007,0.134091,0.277098,0.0,0.0,3026.0,792.0,0.0,0.0,255.0,255.0,2.0,3.0,0.0,0.0,Fuzzers,1
3e-06,2.0,0.0,1.0346666e+09,333333.3,388.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Fuzzers,1
4e-06,2.0,0.0,2.15e+09,250000.0,1075.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,Fuzzers,1
1e-05,2.0,0.0,7.88e+08,100000.0,985.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,Fuzzers,1
1e-05,2.0,0.0,7.4e+08,100000.0,925.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,Fuzzers,1
8e-06,2.0,0.0,3.77e+08,125000.0,377.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,Fuzzers,1
9e-06,2.0,0.0,6.248889e+08,111111.11,703.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,Fuzzers,1
6e-06,2.0,0.0,5.0399997e+08,166666.66,378.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,Fuzzers,1
1e-05,2.0,0.0,7.072e+08,100000.0,884.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,Fuzzers,1
0.414536,10.0,8.0,20919.775,41.00971,120.0,44.0,44.987,50.500145,3145.426,0.061026,0.048575,0.109601,0.0,0.0,1204.0,354.0,0.0,0.0,255.0,255.0,8.0,8.0,0.0,0.0,Fuzzers,1
0.419779,10.0,8.0,22850.12,40.4975,133.0,44.0,45.30722,54.67057,3141.7627,0.037076,0.05996,0.097036,0.0,0.0,1332.0,354.0,0.0,0.0,255.0,255.0,10.0,10.0,0.0,0.0,Fuzzers,1
0.252441,10.0,6.0,52606.355,59.419827,184.0,45.0,26.244333,39.337803,1373.9183,0.055749,0.039371,0.09512,0.0,0.0,1844.0,268.0,0.0,0.0,255.0,255.0,10.0,10.0,0.0,0.0,Fuzzers,1
4.490101,116.0,0.0,30165.914,25.611897,147.0,0.0,39.044353,0.0,53.99923,0.0,0.0,0.0,0.0,0.0,17078.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Fuzzers,1
43.98244,28.0,28.0,275.01883,1.250499,56.0,55.0,1628.9792,1626.4711,258304.9,0.048388,0.04651,0.094898,0.0,0.0,1568.0,1528.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.793553,16.0,10.0,8569.056,31.503881,57.0,56.0,50.0352,80.54766,2480.2935,0.068615,0.033591,0.102206,0.0,0.0,906.0,556.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
0.905874,16.0,12.0,7488.9,29.80547,57.0,54.0,58.588333,75.29763,3988.95,0.077597,0.042554,0.120151,0.0,0.0,904.0,642.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
0.954264,14.0,12.0,6094.7495,26.1982,56.0,57.0,73.40492,78.1339,4259.0083,0.065855,0.060098,0.125953,0.0,0.0,782.0,678.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.335126,16.0,14.0,5081.168,21.720797,57.0,52.0,88.9994,97.095695,4674.245,0.072879,0.065048,0.137927,0.0,0.0,904.0,728.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.720163,14.0,12.0,8153.71,34.714363,56.0,57.0,55.397152,60.145363,2757.2883,0.057863,0.028895,0.086758,0.0,0.0,790.0,678.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.320574,10.0,6.0,12777.082,46.791073,57.0,45.0,35.61933,56.5934,1710.9073,0.036982,0.049127,0.086109,0.0,0.0,568.0,268.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Shellcode,1
7e-06,2.0,0.0,2.32e+08,142857.14,203.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,Shellcode,1
0.915074,16.0,10.0,12589.1455,27.320194,96.0,56.0,7467.561,11947.929,937514.5,0.065087,0.043845,0.108932,0.0,0.0,1536.0,556.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
0.52179,10.0,6.0,9444.412,28.747196,68.0,45.0,57.857445,92.87,3218.6187,0.057437,0.052662,0.110099,0.0,0.0,684.0,268.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Shellcode,1
0.37681,10.0,6.0,10742.814,39.807858,56.0,45.0,39.11822,63.5094,1974.1844,0.05926,0.028406,0.087666,0.0,0.0,562.0,268.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Shellcode,1
5e-06,2.0,0.0,1.44e+08,200000.0,90.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,Analysis,1
3e-06,2.0,0.0,2.3999998e+08,333333.3,90.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,Fuzzers,1
3e-06,2.0,0.0,2.3999998e+08,333333.3,90.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,Fuzzers,1
6e-06,2.0,0.0,1.1999999e+08,166666.66,90.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,Fuzzers,1
3e-06,2.0,0.0,2.3999998e+08,333333.3,90.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,Fuzzers,1
0.371083,10.0,6.0,18432.535,40.422226,95.0,45.0,38.88278,63.3366,2047.3895,0.054391,0.085379,0.13977,0.0,0.0,950.0,268.0,0.0,0.0,255.0,255.0,5.0,5.0,1.0,0.0,Fuzzers,1
8e-06,2.0,0.0,1e+08,125000.0,100.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Analysis,1
5e-06,2.0,0.0,1.6e+08,200000.0,100.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Fuzzers,1
8e-06,2.0,0.0,1e+08,125000.0,100.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,Fuzzers,1
1e-05,2.0,0.0,1.288e+08,100000.0,161.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Shellcode,1
0.538437,10.0,8.0,6938.6016,31.572866,52.0,44.0,57.501778,68.28314,3645.8403,0.060447,0.081452,0.141899,0.0,0.0,518.0,354.0,0.0,0.0,255.0,255.0,1.0,2.0,0.0,0.0,Shellcode,1
1e-06,2.0,0.0,4.16e+08,1e+06,52.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,Fuzzers,1
2e-06,2.0,0.0,2.08e+08,500000.0,52.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,Fuzzers,1
0.221558,10.0,6.0,20437.086,67.70236,63.0,45.0,22.025223,41.9354,1143.158,0.011872,0.051173,0.063045,0.0,0.0,628.0,268.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Shellcode,1
9e-06,2.0,0.0,8.888889e+07,111111.11,100.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,Analysis,1
3e-06,2.0,0.0,2.6666666e+08,333333.3,100.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,Fuzzers,1
8e-06,2.0,0.0,5.2e+07,125000.0,52.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,Fuzzers,1
0.379524,10.0,6.0,30585.682,39.523193,161.0,45.0,38.18678,61.5218,1947.5011,0.071906,0.052788,0.124694,0.0,0.0,1612.0,268.0,0.0,0.0,255.0,255.0,8.0,8.0,0.0,0.0,Fuzzers,1
0.345819,10.0,6.0,33566.69,43.375294,161.0,45.0,34.34511,55.2966,1818.1888,0.069331,0.018184,0.087515,0.0,0.0,1612.0,268.0,0.0,0.0,255.0,255.0,7.0,7.0,0.0,0.0,Fuzzers,1
0.282292,10.0,6.0,41120.54,53.136467,161.0,45.0,29.097221,41.542603,1705.1846,0.074575,0.052495,0.12707,0.0,0.0,1612.0,268.0,0.0,0.0,255.0,255.0,7.0,7.0,0.0,0.0,Fuzzers,1
0.515394,10.0,8.0,22522.576,32.984474,161.0,44.0,54.920334,67.36371,3705.488,0.043844,0.070336,0.11418,0.0,0.0,1612.0,354.0,0.0,0.0,255.0,255.0,7.0,7.0,0.0,0.0,Fuzzers,1
1.760479,10.0,8.0,2085.796,9.656463,51.0,44.0,195.60878,234.93529,10585.028,0.115269,0.152959,0.268228,0.0,0.0,510.0,354.0,0.0,0.0,255.0,255.0,2.0,1.0,1.0,0.0,Fuzzers,1
0.591922,10.0,8.0,19610.693,28.720001,161.0,44.0,60.26211,74.71329,4004.8481,0.06892,0.036194,0.105114,0.0,0.0,1612.0,354.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
9e-06,2.0,0.0,8.888889e+07,111111.11,100.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,Analysis,1
0.365988,30.0,14.0,547580.8,117.4902,864.0,55.0,12.620276,24.521076,913.81915,0.029016,0.029747,0.058763,0.0,0.0,25914.0,764.0,0.0,0.0,255.0,255.0,6.0,6.0,0.0,0.0,Fuzzers,1
3e-06,2.0,0.0,2.6666666e+08,333333.3,100.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,Analysis,1
0.765067,32.0,14.0,258884.52,58.81838,799.0,52.0,23.828356,54.068848,2163.9504,0.062164,0.039789,0.101953,0.0,0.0,25556.0,728.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
9e-06,2.0,0.0,8.888889e+07,111111.11,100.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,Analysis,1
0.668237,32.0,12.0,320197.78,64.34843,863.0,54.0,20.96184,57.893726,1508.493,0.031397,0.08323,0.114627,0.0,0.0,27608.0,642.0,0.0,0.0,255.0,255.0,7.0,7.0,0.0,0.0,Fuzzers,1
1.002146,32.0,18.0,217485.28,48.89507,879.0,52.0,32.295742,53.371532,3037.802,0.094822,0.026945,0.121767,0.0,0.0,28122.0,936.0,0.0,0.0,255.0,255.0,5.0,5.0,0.0,0.0,Fuzzers,1
0.697296,10.0,8.0,5438.1494,24.37989,53.0,44.0,72.72767,86.34743,4312.2065,0.092861,0.070011,0.162872,0.0,0.0,526.0,354.0,0.0,0.0,255.0,255.0,3.0,3.0,1.0,0.0,Fuzzers,1
7.200432,4.0,0.0,333.31335,0.416642,100.0,0.0,2400.144,0.0,3394.3093,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Analysis,1
8e-06,2.0,0.0,1e+08,125000.0,100.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,Analysis,1
1e-05,2.0,0.0,5.76e+07,100000.0,72.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Shellcode,1
7e-06,2.0,0.0,1.1428571e+08,142857.14,100.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,Analysis,1
8e-06,2.0,0.0,1e+08,125000.0,100.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Fuzzers,1
0.873863,14.0,6.0,57858.04,21.742538,486.0,45.0,63.33446,166.09459,4383.665,0.043382,0.060171,0.103553,0.0,0.0,6806.0,268.0,0.0,0.0,255.0,255.0,3.0,3.0,1.0,0.0,Fuzzers,1
0.347434,10.0,6.0,15012.923,43.173664,72.0,45.0,33.523,62.757603,1997.9171,0.033636,0.025722,0.059358,0.0,0.0,724.0,268.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Shellcode,1
8e-06,2.0,0.0,1e+08,125000.0,100.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Fuzzers,1
9e-06,2.0,0.0,8.888889e+07,111111.11,100.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,Analysis,1
1.336532,10.0,8.0,3741.0254,12.719486,69.0,44.0,144.85544,179.247,8478.3955,0.0818,0.084686,0.166486,0.0,0.0,694.0,354.0,0.0,0.0,255.0,255.0,2.0,1.0,1.0,0.0,Fuzzers,1
0.256281,10.0,6.0,71640.12,58.529507,255.0,45.0,27.520666,39.319603,1476.7285,0.05968,0.053312,0.112992,0.0,0.0,2550.0,268.0,0.0,0.0,255.0,255.0,10.0,9.0,1.0,0.0,Fuzzers,1
32.55005,20.0,14.0,474.59222,1.013823,102.0,44.0,1712.1364,2499.1875,226544.72,0.060609,0.057432,0.118041,0.0,0.0,2032.0,622.0,0.0,0.0,255.0,255.0,4.0,3.0,1.0,0.0,Fuzzers,1
